name,address,network,protocol,token_name,token_symbol,token_address,tvl_usd,locked_usd,liquid_usd,number_of_holders,apy_1day,apy_7day,apy_30day,vault_score,vault_tvl_score,protocol_tvl_score,holder_score,network_score,asset_score
Steakhouse USDM,0xBEef03f0BF3cb2e348393008a826538AaDD7d183,base,morpho,Wrapped Mountain Protocol USD,wUSDM,0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812,611927,611927,0,10,114,126,182,49.71918406321788,62.26719712188011,86.91436159710464,0,20,0
Steakhouse USDQ,0xA1b60d96e5C50dA627095B9381dc5a46AF1a9a42,mainnet,morpho,Quantoz USDQ,USDQ,0xc83e27f270cce0A3A3A29521173a83F402c1768b,351285,351285,0,4,0,0,0,58.4825539697389,56.0840466544852,86.91436159710464,0,100,0
Steakhouse USDT,0xbEef047a543E45807105E51A8BBEFCc5950fcfBa,mainnet,morpho,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,43263110,43263080,30,254,402,409,506,72.59562983838467,75.2132674721108,86.91436159710464,47.74821136747092,100,25
Steakhouse USDT Lite,0x097FFEDb80d4b2Ca6105a07a4D90eB739C45A666,mainnet,morpho,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,341247,341247,0,4,391,394,500,61.610008203403055,56.096317822805965,86.91436159710464,0,100,25
Steakhouse WBTC,0xbeEf094333AEdD535c130958c204E84f681FD9FA,mainnet,morpho,Wrapped BTC,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,60123,60123,0,6,5,7,8,63.048460679498604,63.2885802032837,86.91436159710464,0,100,25
stETH accumulator,0x288991C055F94E9A0dcF0Ad08Ee3496E96E68142,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10,9,1,2,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
stkGHO,0x1a88Df1cFe15Af22B3c4c783D4e6F7F9e0C1885d,mainnet,aave,Gho Token,GHO,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,149309667,0,149309667,1478,366,398,448,73.65374824616923,80.88081256720209,80.88081256720209,63.33507137231987,100,25
stMATIC accumulator,0xf7464410C1ccF86b19711c9B6599336b00641c8f,polygon,yearn,Wrapped Polygon Ecosystem Token,WPOL,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,10,10,0,4,0,0,0,46.000990787946805,58.39167963151603,79.556637154109,0,20,0
StrategyGearboxLenderDAI,0x6164045FC2b2b269ffcaB2197736A74B1725B6C6,mainnet,yearn,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,1009,1009,0,4,264,282,327,64.12519146924295,52.137683037996744,79.556637154109,0,100,75
StrategyGearboxLenderUSDC,0xf6E2d36c489e5B361CdC962D4568ceA663AD5ddC,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,229,229,0,5,2147483647,888,570,63.65824724043731,49.80296189396855,79.556637154109,0,100,75
StrategyGearboxLenderWETH,0xe92ade9eE76681f96C8BB0b352d5410ca5b35D70,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,881337,881337,0,5,19,61,220,67.95829891196733,55.67822025161868,79.556637154109,0,100,100
Streamable Finance Vault StakeWise V3,0x8e52c3E687BE63e93261eEcCD64D5ba6eB609EcE,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,180,0,180,2,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Sturdy Aggregator - crvUSD,0x73E4C11B670Ef9C025A030A20b72CB9150E54523,mainnet,yearn,Curve.Fi USD Stablecoin,crvUSD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,485529,485529,0,18,0,0,0,47.03194836120171,0,79.556637154109,18.061956663720725,100,0
Sturdy crvUSD Compounder,0x05329AAb081B125eEF7FbbC8b857428D478E692B,mainnet,yearn,Curve.Fi USD Stablecoin,crvUSD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,378245,375448,2797,3,0,0,1083,56.07639578259608,58.76870460476241,79.556637154109,0,100,0
Sturdy crvUSD/yean curve FRAX-crvUSD LP silo,0x8dDE9A50a91cc0a5DaBdc5d3931c1AF60408c84D,mainnet,yearn,Curve.Fi USD Stablecoin,crvUSD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,47,47,0,2,0,0,0,44.3226548616436,0,79.556637154109,0,100,0
Sturdy crvUSD/yean curve mkUSD-crvUSD LP silo,0x200723063111f9f8f1d44c0F30afAdf0C0b1a04b,mainnet,yearn,Curve.Fi USD Stablecoin,crvUSD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,14437,14437,0,3,0,0,0,44.3226548616436,0,79.556637154109,0,100,0
Sturdy crvUSD/yean curve USDC-crvUSD LP silo,0x6311fF24fb15310eD3d2180D3d0507A21a8e5227,mainnet,yearn,Curve.Fi USD Stablecoin,crvUSD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,142808,142808,0,3,0,0,0,44.3226548616436,0,79.556637154109,0,100,0
Sturdy crvUSD/yean curve USDT-crvUSD LP silo,0x26fe402A57D52c8a323bb6e09f06489C8216aC88,mainnet,yearn,Curve.Fi USD Stablecoin,crvUSD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,330091,330091,0,5,0,0,0,44.3226548616436,0,79.556637154109,0,100,0
Sturdy ETH/rsETH Pendle PT silo,0x88eBDAd35B196eD8e39452c15dB1159d249907f2,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,2,2,0,1,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
Sturdy ETH/rsETH silo,0xe53FFd56FaDC7030156069aE1b34dE0Ab8b703F4,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0,0,0,,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
Sturdy ETH/rswETH Pendle PT silo,0xC8D4a8a7F593e73cD32cD6C5Fb11fE20F23f9695,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12008,12008,0,3,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
Sturdy ETH/Sommelier Real Yield ETH silo,0x4E72fCB2517eD90A3976DD8f50A387811Ac4d883,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,957,957,0,5,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
Sturdy ETH/Sommelier Turbo stETH silo,0x0DD49C449C788285F50B529145D6e6E76f02Fd8f,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0,0,0,,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
Sturdy ETH/Sommelier Turbo swETH silo,0x076D2be066D5042F21d8512722209E5C54783Cab,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,55,55,0,2,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
Sturdy ETH/SwETH silo,0xD002Dc1c05fd7FF28C55eEA3dDcB9051B2B81bD2,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1,1,0,2,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
Sturdy GHO/yearn curve GHO-crvUSD LP silo,0x0b8C80fd9CaC5570Ff829416f0aFCE7aF6F3C6f8,mainnet,yearn,Gho Token,GHO,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,65297,65297,0,1,0,0,0,47.4476548616436,0,79.556637154109,0,100,25
Sturdy GHO/yearn curve GHO-fxUSD LP silo,0xb3Bf04A939aAcFf5BdCFc273CE4F36CF29F063Db,mainnet,yearn,Gho Token,GHO,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,36263,36263,0,1,0,0,0,47.4476548616436,0,79.556637154109,0,100,25
Sturdy PxETH/ApxETH silo,0xFa68707be4b58FB9F10748E30e25A15113EdEE1D,mainnet,yearn,Pirex Ether,pxETH,0x04C154b66CB340F3Ae24111CC767e0184Ed00Cc6,86,86,0,4,80,79,48,44.3226548616436,0,79.556637154109,0,100,0
Sturdy pxETH Compounder,0xC40dC53931cd184F782f3602d95C7e3609706004,mainnet,yearn,Pirex Ether,pxETH,0x04C154b66CB340F3Ae24111CC767e0184Ed00Cc6,123553,123553,0,1,0,0,0,55.92963826050155,58.03491699428975,79.556637154109,0,100,0
Sturdy PxETH/yearn curve StETH-PxETH LP silo,0x0669091F451142b3228171aE6aD794cF98288124,mainnet,yearn,Pirex Ether,pxETH,0x04C154b66CB340F3Ae24111CC767e0184Ed00Cc6,980274,980274,0,3,0,40,42,44.3226548616436,0,79.556637154109,0,100,0
Sturdy TBTC/EBTC silo,0xf94B349d52c542aBd8Fb612c2854974e1D72223B,mainnet,yearn,tBTC v2,tBTC,0x18084fbA666a33d37592fA2633fD49a74DD93a88,2373075,2373075,0,1,0,0,0,44.3226548616436,0,79.556637154109,0,100,0
Sturdy TBTC/SWBTC silo,0xEEF271A0071423EA56d38E4aBE748165cc432e3f,mainnet,yearn,tBTC v2,tBTC,0x18084fbA666a33d37592fA2633fD49a74DD93a88,405,405,0,1,0,0,0,44.3226548616436,0,79.556637154109,0,100,0
Sturdy TBTC/yearn curve TBTC-WBTC LP silo,0x6F03c615a3E609D2CF149754CC55462b6477965c,mainnet,yearn,tBTC v2,tBTC,0x18084fbA666a33d37592fA2633fD49a74DD93a88,0,0,0,1,0,0,0,44.3226548616436,0,79.556637154109,0,100,0
Sturdy USDC-taoUSD bridge vault,0x46e9893422B9aE9246793489433F72c548CB2455,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,45580,0,45580,2,0,0,0,53.6976548616436,0,79.556637154109,0,100,75
Sturdy USDC/USD0++ silo,0x501BBBeF60c407b36Ea6B87aF4964559C5229b11,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,52778,52778,0,3,0,139,68,53.6976548616436,0,79.556637154109,0,100,75
Sun and Moon Collection StakeWise V3,0x481AfcD21A3447a7a04c4aFd968Df877b76d2310,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,578243,0,578243,6,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
SuperETH,0xeF101508bf4DC6CF0f0a0C135f39a41faB4E4389,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,9366324,9366324,0,9,397,411,406,56.8226548616436,0,79.556637154109,0,100,100
SuperUSDC,0xF7DE3c70F2db39a188A81052d2f3C8e3e217822a,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,89823332,89823332,0,132,456,435,533,59.9567887335782,0,79.556637154109,41.727559146230675,100,75
sUSDC,0x459F99D7c83Bc3653b1913B62D2978b1deDa01B5,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,58670,58670,0,6,317,314,472,63.90412475466694,51.03234946511671,79.556637154109,0,100,75
Swaap Lend ETH ,0x716bF454066a84F39A2F78b5707e79a9d64f1225,mainnet,euler,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,935246,645934,289312,21,951,857,887,73.0927568408415,66.01412196795239,79.41431812101105,20.828034658977373,100,100
Swaap Lend USDC,0xf2f826c190D020A6D1EC422bF2269E63b8b315E0,mainnet,euler,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,399402,225460,173942,18,746,771,992,68.83959105359781,62.44785152817647,79.41431812101105,18.061956663720725,100,75
Swell aggregator,0xBd564BFE6F2366336ecD707862EDa79b97BCE383,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,11990,11990,0,9,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
Swell swETH,0xf951E335afb289353dc249e82926178EaC7DEd78,mainnet,swell,Ether,ETH,0x0000000000000000000000000000000000000000,83479438,83479438,0,19080,1770,419,287,89.94056675691422,86.8323385210121,86.8323385210121,85.60775762871306,100,100
SwissBorg Morpho tBTC,0x059Fc6723b9bF77DbF4283C8d7C90eA8Af44EF10,mainnet,morpho,tBTC v2,tBTC,0x18084fbA666a33d37592fA2633fD49a74DD93a88,5494634,5494634,0,2,6,8,9,60.263842766637204,64.99049063897671,86.91436159710464,0,100,0
SwissBorg Morpho USDC,0x4Ff4186188f8406917293A9e01A1ca16d3cf9E59,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,9338208,9338208,0,2,420,388,440,70.67609066701935,70.17673014088744,86.91436159710464,0,100,75
Swiss Liquid Staking StakeWise V3,0x302be829c61C287787030888bBCF11115ECd5773,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,70166,0,70166,,0,0,437,59.1963961174387,0,85.49099029359675,0,100,100
"Swiss Staking (1.69% fee, MEV) StakeWise V3",0xEA5E8e9732C79584C0980F2Bd3c29d37C747969F,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,203,0,203,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Syntatic Staked USD Stratagies,0x2C75C49c2807eEb8bbFBE1aD49eA543abBEe63d8,mainnet,morpho,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,0,0,0,1,0,0,141,50.39074463884186,0,86.91436159710464,0,100,25
Syrup USDC,0x80ac24aA929eaF5013f6436cdA2a7ba190f5Cc0b,mainnet,syrup,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,124890098,115308275,9581823,630,704,736,754,77.51764635164005,78.18491534605006,79.07103857915689,55.848319005115165,100,75
Syrup USDT,0x356B8d89c1e1239Cbbb9dE4815c39A1474d5BA7D,mainnet,syrup,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,26417381,26414233,3148,237,703,760,804,69.33208767253652,75.05266630337944,79.07103857915689,47.12092653465251,100,25
tBTC aggregator,0xAeD098db0e39bed6DDc2c07727B8FfC0BA470D9C,mainnet,yearn,tBTC v2,tBTC,0x18084fbA666a33d37592fA2633fD49a74DD93a88,2373481,2373481,0,14,0,0,0,46.12885052801567,0,79.556637154109,12.041304442480484,100,0
Test USDC 2,0x7Ce5F356a10BBF528618259404543BB1e6412B69,base,morpho,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,20,20,0,2,857,917,1214,50.56164251023423,19.60448935696186,86.91436159710464,0,20,75
ThomasBlock.io StakeWise V3,0xa40587e781BC31fFA2a0369edAAF7B8DcF1776d0,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Tulipa Resolv USDC,0x3b028b4b6c567eF5f8Ca1144Da4FbaA0D973F228,mainnet,euler,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6536827,3829153,2707674,20,421,321,778,70.20373577407798,67.81491230590483,79.41431812101105,20.000173763283968,100,75
UltraYield ETH,0x59D675F75F973835B94d02B6D27b8539757dC65F,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,109,109,0,,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
UltraYield USDC,0x2bE901715468c3c5393eFA841525a713C583a8Ec,mainnet,term,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,732664,632738,99926,107,387,545,580,67.15298655255711,59.63471553474998,68.47669114652807,39.73577991330593,100,75
Universal USDC,0xB7890CEE6CF4792cdCC13489D36D9d42726ab863,base,morpho,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,563671,563671,0,277,99,442,770,66.34851635037754,62.14087340828578,86.91436159710464,48.53064686585686,20,75
USD+,0x236eeC6359fb44CCe8f97E99387aa7F8cd5cdE1f,polygon,overnight finance,USD Coin (PoS),USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,131957,0,131957,4028,0,0,0,55.01353673422369,0,80.81603250074203,72.0808248928459,20,75
USDC-1 2-test-project,0x140D0d77EeC240F9D3A07c92dF37E257Cf506081,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,13,13,0,4,0,0,12,53.6976548616436,0,79.556637154109,0,100,75
USDC-1 yVault,0xBe53A109B494E5c9f97b9Cd39Fe969BE68BF6204,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6906699,6906635,64,213,426,418,341,74.92476754474363,71.52282212823502,79.556637154109,46.15032171635354,100,75
USDC-1 yVault,0x34b9421Fe3d52191B64bC32ec1aB764dcBcDbF5e,polygon,yearn,USD Coin,USDC,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,223574,223571,3,6671,10,250,353,68.9878521437592,69.09739661264884,79.556637154109,76.47145306390554,20,75
USDC-2 yVault,0xAe7d8Db82480E6d8e3873ecbF22cf17b3D8A7308,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,33581,33581,0,5,1326,672,383,65.11015309362531,57.06249115990857,79.556637154109,0,100,75
USDC AeraVault Strategy,0x7077eF67fE49fFb1260b893f2CD8475eEb72bbbb,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,40281043093416,40281043093416,0,8,0,0,0,53.6976548616436,0,79.556637154109,0,100,75
USDC AeraVault Strategy,0x6593Bb7272237f36444DEE44DF46aB3b0233A9A0,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,99,0,99,1,0,0,0,53.6976548616436,0,79.556637154109,0,100,75
USDC-A yVault,0x6FAF8b7fFeE3306EfcFc2BA9Fec912b4d49834C1,arbitrum,yearn,USD Coin,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,9647,9647,0,33,278,275,320,64.3129352511177,57.650306943381096,79.556637154109,27.234793338652512,60,75
USDC CompoundV3 Lender,0xCACc53bAcCe744ac7b5C1eC7eb7e3Ab01330733b,arbitrum,yearn,USD Coin,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,34846,34846,0,10,403,393,372,61.31928015897718,63.10812648666791,79.556637154109,0,60,75
USDC.e/SILO Silo LP,0x9a5eca1b228e47a15BD9fab07716a9FcE9Eebfb5,arbitrum,yearn,USD Coin (Arb1),USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,707,707,0,4,0,0,0,48.6976548616436,0,79.556637154109,0,60,75
USDC.e/wstETH Silo LP,0x034f12A217405D54bf2654b66A96fa74aD715951,arbitrum,yearn,USD Coin (Arb1),USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,800,800,0,1,0,0,0,48.6976548616436,0,79.556637154109,0,60,75
USDC Meta Vault,0x697c54a84D83F37380d034e2BfC6F7cE8d89F4Ee,mainnet,term,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,8322131,8322131,0,1249,418,500,482,71.77659552513802,66.1581226403222,68.47669114652807,61.861963589749,100,75
USDC Savings Vault,0xBc65ad17c5C0a2A4D159fa5a503f4992c7B545FE,mainnet,spark,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,40076173,40076173,0,123,450,450,516,28.034288842898146,0,0,41.061925619320974,100,75
USDC Savings Vault,0x3128a0F7f0ea68E7B7c9B00AFa7E41045828e858,base,spark,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,7360111,7360111,0,1327,450,450,545,21.23383863530568,0,0,62.392257568704544,20,75
USDC Savings Vault,0x940098b108fB7D0a7E374f6eDED7760787464609,arbitrum,spark,USD Coin,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,5331772,5331772,0,321,450,450,548,24.353346139615212,0,0,49.85564093076808,60,75
usdc-vault,0x9cFb40acedaC259B1d23e790f6c6D0C3898361Ad,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,14065,13398,667,12,0,0,0,54.60075269482964,0,79.556637154109,6.020652221240242,100,75
USDC yVault-A,0x4489578Cf6183a839C0521A550C3827bB8C4346B,arbitrum,yearn,USD Coin,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,0,0,0,,0,0,0,48.6976548616436,0,79.556637154109,0,60,75
USDe-2 yVault,0x381E0BE61b3AEB1F321C4775046e6F57BC84c804,mainnet,yearn,USDe,USDe,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,1802,802,1000,1,0,0,0,44.3226548616436,0,79.556637154109,0,100,0
USDe Staker,0x4424D0c829316dcEc5701A4E2b30B368721e0A10,mainnet,yearn,USDe,USDe,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,803,803,0,4,0,0,0,44.3226548616436,0,79.556637154109,0,100,0
USDS Compound V3 Lender,0x6701DEa9809dEaf068B8445798d0E19B025480Fe,mainnet,yearn,USDS Stablecoin,USDS,0xdC035D45d973E3EC169d2276DDab16f1e407384F,7787,7787,0,5,3994,4150,1263,44.3226548616436,0,79.556637154109,0,100,0
USDT-1 yVault,0x310B7Ea7475A0B449Cfd73bE81522F1B88eFAFaa,mainnet,yearn,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,5428932,5428932,0,48,404,440,444,66.52215992054731,71.67556546397711,79.556637154109,31.595946440721903,100,25
USDT-A yVault,0xc0ba9bfED28aB46Da48d2B69316A3838698EF3f5,arbitrum,yearn,Tether USD,USDT,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,3728,3728,0,20,225,219,278,56.56697668669364,55.59647880278725,79.556637154109,20.000173763283968,60,25
USDT CompoundV3 Lender,0x0fEFEe13864c431717f5B2678607b6ce532a170C,polygon,yearn,(PoS) Tether USD,USDT,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,6514,6514,0,12,459,1716,955,47.8301615995578,63.02204452364081,79.556637154109,6.020652221240242,20,0
USDT CompoundV3 Lender,0x206db0A0Af10Bec57784045e089A418771D20227,mainnet,yearn,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,2620155,2620155,0,9,361,412,386,60.04849066910195,63.00417903729174,79.556637154109,0,100,25
USDT CompoundV3 Lender,0x45aCEAA535830C921316085E355E4a32385E53f2,arbitrum,yearn,Tether USD,USDT,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,547,547,0,1,0,0,0,52.25101977346042,49.01682455908411,79.556637154109,0,60,25
USDT yVault-A,0x8bDCe523473f95f8089450e4bD68cDcCd5246275,arbitrum,yearn,Tether USD,USDT,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,0,0,0,,0,0,0,42.4476548616436,0,79.556637154109,0,60,25
USL USD0 vault,0xd001f0a15D272542687b2677BA627f48A4333b5d,mainnet,euler,Usual USD,USD0,0x73A15FeD60Bf67631dC6cd7Bc5B6e8da8190aCF5,215518504,167807035,47711469,2,406,469,479,57.7546972491383,67.44485000366939,79.41431812101105,0,100,0
USL USD0++ vault,0xF037eeEBA7729c39114B9711c75FbccCa4A343C8,mainnet,euler,USD0 Liquid Bond,USD0++,0x35D8949372D46B7a3D5A56006AE77B215fc69bC0,196233918,0,196233918,287,0,0,0,64.78687018935125,65.96819985878813,79.41431812101105,48.850019794594665,100,0
Usual aggregator,0x8670120c32DE7bc990e0FE3Bbd04704E98492F0a,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,99003,52713,46290,14,0,59,26,55.50385052801567,0,79.556637154109,12.041304442480484,100,75
validator service StakeWise V3,0x089A97A8bC0C0F016f89F9CF42181Ff06afB2Daf,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,594079,0,594079,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Verse ETH Staking StakeWise V3,0x91211A4965e75152Cb549b308f8ba398c3aB337e,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,335772,0,335772,850,201,211,216,67.96931019548015,0,85.49099029359675,58.48609385360961,100,100
VincentTaglia.eth StakeWise V3,0x2ca762ed936e48c23B8a32403dD754020b07E86f,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,115774,0,115774,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
WETH-1 yVault,0xc56413869c6CDf96496f2b1eF801fEDBdFA7dDB0,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,2835390,2835390,0,70,372,296,223,76.09235551267675,69.6760027663606,79.556637154109,35.56333398507353,100,100
WETH-2 yVault,0xAc37729B76db6438CE62042AE1270ee574CA7571,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,2984363,2984363,0,99,302,240,181,76.95081415103135,71.39969229795808,79.556637154109,38.98813886530754,100,100
WETH-Ajna Router,0x43CCaD774B20de2cf920531529a7b7cc5a23F887,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0,0,0,1,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
weth-vault,0xFcC0dD0AeBF4ea4b751799169e45F014bA2e02dd,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,11,9,2,5,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
wUSDR Market,0x477966A2AFe996dFC40BFEDd7f5F8A3DedeA5af2,base,morpho,USD Base Coin,USDbC,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0,0,0,,0,0,0,44.50292991911705,36.18592640137595,86.91436159710464,0,20,0
Yearn AaveV3 USDC.3 Lender,0x85968BF0f1f110C707fEF10a59f80118F349c058,arbitrum,yearn,USD Coin (Arb1),USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,306,306,0,4,263,276,311,60.63257366826286,59.67459403309629,79.556637154109,0,60,75
Yearn-Ajna DAI Vault,0xe24BA27551aBE96Ca401D39761cA2319Ea14e3CB,mainnet,yearn,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,333399,333399,0,49,0,0,0,72.6452463172009,70.87178082093065,79.556637154109,31.8215686091411,100,75
Yearn-Ajna Pool apxETH/WETH Vault,0x437D41B2EBEF15a91618f4Bf010Fa4751bb48Be6,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,46861,18011,28850,1,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
Yearn-Ajna Pool apxETH/WETH Vault-compounder,0x17AfAB7686c088b0e2Feda46cFa7C656dB00a9C2,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0,0,0,2,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
